what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1270541048705
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1270541048707
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1270541048711
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1270541048713
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1270541048715
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1270541048716
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1270541048718
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1270541048722
os,sysinfo,,,"win32",1270541048730
arch,sysinfo,,,"x86",1270541048730
ws,sysinfo,,,"win32",1270541048730
locale,sysinfo,,,"en_US",1270541048730
processors,sysinfo,,,"2",1270541048730
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1270541048730
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1270541048730
java.specification.name,sysinfo,,,"Java Platform API Specification",1270541048730
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1270541048730
java.specification.version,sysinfo,,,"1.6",1270541048730
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1270541048730
java.version,sysinfo,,,"1.6.0_18",1270541048730
java.vm.info,sysinfo,,,"mixed mode, sharing",1270541048730
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1270541048730
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1270541048730
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1270541048730
java.vm.specification.version,sysinfo,,,"1.0",1270541048730
