what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1271730004553
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1271730005661
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730031497
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730034165
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730079157
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730171087
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730171752
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730172928
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730173112
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730174660
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1271730177080
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ant",1271730179912
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1271730180013
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1271730180048
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1271730180048
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.ui",1271730180048
stopped,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1271730180048
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1271730180070
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1271730180070
stopped,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1271730180268
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1271730180268
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ui",1271730180311
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1271730180311
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.resources.ui",1271730180374
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1271730180418
